ID,Address,Rooms,Type,Price,Date,Bathroom,Car,LandSize,Age,Latitude,Longitude,Suburb,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,distance_to_closest_primary,closest_primary_school,primary_school_ranking,distance_to_closest_secondary,closest_secondary_school,secondary_school_ranking
ID674531195,22 Orchard Gr,3,h,901000.0,29/07/2017,2.0,2.0,678.0,44.0,-37.83637,145.24246000000005,HEATHMONT,19871,914.595578099958,41,False,80.84210526315789,223.93333333333334,58.55555555555556,836.7824403353376,Marlborough Primary School,374,938.7947769343658,Heathmont College,433
ID607863977,16 Smith St,5,h,2600000.0,18/03/2017,4.0,2.0,1000.0,69.0,-37.9332,145.0226,HAMPTON,19937,1247.937538284537,38,False,230.20833333333334,1620.8235294117646,177.77777777777777,1415.5884709390423,St Leonard's College,33,1415.5884709390423,St Leonard's College,43
ID491319103,13 Will St,3,t,850500.0,1/07/2017,2.0,2.0,353.0,49.0,-37.83401,145.17757,FOREST HILL,19899,1510.873877761242,31,False,250.83333333333334,1550.8666666666666,286.72727272727275,643.077192222334,Mount Pleasant Road Nunawading Primary School,154,1481.0648459613756,Nunawading Christian College-Secondary,92
ID694142607,1A Wallen St,2,h,1035000.0,27/05/2017,1.0,1.0,542.0,34.0,-37.91704,145.01846,BRIGHTON EAST,19939,1628.2809286064899,35,False,362.1666666666667,2108.0625,314.0,121.37845933530508,St Finbar's School,336,351.65855828071255,Brighton Secondary College,213
ID934346786,11 Findon St,2,h,1036000.0,3/12/2016,1.0,1.0,310.0,109.0,-37.8717,145.0399,MALVERN EAST,22248,681.3490152752694,19,False,87.14285714285714,348.73333333333335,76.0,127.28102145162356,Malvern Primary School,122,563.6163598978611,Oakwood School,565
ID320217144,8/49 Patterson St,2,u,702000.0,18/06/2016,1.0,1.0,0.0,49.0,-37.8549,144.9662,MIDDLE PARK,19958,2164.165421807961,13,False,46.333333333333336,86.29411764705883,21.666666666666668,1080.094949383746,St Kilda Park Primary School,73,1555.8029205653124,Wesley College,98
ID620303645,5 Pamela Ct,4,h,653000.0,3/06/2017,1.0,4.0,632.0,6.0,-37.68136,144.99479,THOMASTOWN,20007,1720.7232176256719,40,False,71.80952380952381,332.53333333333336,39.55555555555556,202.45658771355127,Thomastown Meadows Primary School,not ranked,695.163742908671,Thomastown Secondary College,489
ID689148548,7 Marigolds Rd,3,h,984000.0,29/04/2017,2.0,2.0,552.0,59.0,-37.7285,145.0851,YALLAMBIE,19983,1431.9274547474433,34,False,145.1818181818182,787.625,144.22222222222223,816.2658603592298,Viewbank Primary School,238,1208.7304190050143,Macleod College,459
ID464524360,1 Frogmore Rd,3,h,1600000.0,7/05/2016,2.0,2.0,751.0,96.0,-37.8945,145.0648,CARNEGIE,19919,529.5874503163292,25,False,462.9583333333333,3343.0588235294117,509.8333333333333,810.861331630971,St Patrick's School,346,1590.5959896207778,Oakleigh Grammar,270
ID576162677,18 Grandvalley Dr,2,t,520000.0,1/07/2017,2.0,2.0,62.0,5.0,-37.73893,144.87661,KEILOR EAST,20037,3969.5596731422565,24,False,84.52380952380952,237.93333333333334,59.111111111111114,904.2413504310421,Keilor Heights Primary School,not ranked,613.479183580928,Essendon Keilor College,460
ID712883972,16/30 Shelley St,2,u,543000.0,17/06/2017,1.0,1.0,0.0,59.0,-37.88042,144.9818,ELWOOD,19955,1283.0648337848465,19,False,208.25,1866.7333333333333,156.9,242.29372826384883,St Columba's School,343,366.23553340290215,Elwood College,175
ID845925676,129 Albion St,4,h,1115000.0,8/10/2016,1.0,0.0,264.0,119.0,-37.7611,144.9677,BRUNSWICK,19967,617.6344877633094,27,False,119.83333333333333,1063.6875,188.4,278.9619298779379,St Margaret Mary's School,483,1084.9146671509718,Sydney Road Community School,447
ID114849702,4 Vain Cl,3,h,665000.0,23/09/2017,1.0,4.0,345.0,39.0,-37.67121,145.06246000000004,MILL PARK,45795,2487.5279311559757,49,False,188.54166666666666,1214.6,184.55555555555554,483.5061645339856,Mill Park Primary School,not ranked,789.8282471328213,Mill Park Secondary College,484
ID197356019,179 Beverley Rd,3,h,1224000.0,26/08/2017,1.0,2.0,609.0,59.0,-37.74351,145.07965,ROSANNA,19936,1191.2723737094143,31,False,126.42857142857143,380.2,68.3,151.1174951403522,Banyule Primary School,86,662.9886129938253,Viewbank College,96
ID613648894,37 Brook St,3,h,1400000.0,28/08/2016,2.0,1.0,164.0,129.0,-37.8159,145.0219,HAWTHORN,19905,665.4857570461304,13,False,150.08695652173913,1565.4,276.7,561.9721275195603,Hawthorn West Primary School,125,840.7975989418678,Xavier College,53
ID157058209,23 Park St,2,h,1015000.0,23/09/2017,1.0,1.0,145.0,89.0,-37.7754,144.99275,NORTHCOTE,20017,273.05941476386334,19,False,26.625,68.93333333333334,13.11111111111111,359.9985002965323,St Joseph's School,113,301.5158113142396,Northcote High School,178
ID402571587,157 Bastings St,5,h,1750000.0,13/05/2017,2.0,0.0,406.0,119.0,-37.7751,145.0099,NORTHCOTE,19929,477.809110626443,19,False,26.625,68.93333333333334,13.11111111111111,411.14816385652296,Westgarth Primary School,115,839.7257675696466,Santa Maria College,137
ID464183434,5 Ballater St,5,h,1756000.0,17/09/2016,2.0,5.0,963.0,69.0,-37.7501,144.9048,ESSENDON,20037,1199.7252045171126,24,False,47.80952380952381,281.53333333333336,29.444444444444443,497.77233822109486,St Therese's School,387,703.4051845391439,Buckley Park College,123
ID354237013,526 Orrong Rd,4,h,3000000.0,4/06/2016,2.0,2.0,1581.0,85.0,-37.858,145.0111,ARMADALE,19945,743.1823206155809,19,False,311.2083333333333,2215.75,346.0,58.823707597988566,The King David School,140,58.823707597988566,The King David School,27
ID512671908,173 Cumberland Rd,4,h,723000.0,22/05/2016,1.0,2.0,485.0,59.0,-37.7239,144.9395,PASCOE VALE,20034,1254.2103990645364,31,False,85.95652173913044,1043.8666666666666,112.77777777777777,804.8282791870512,St Oliver Plunkett's School,not ranked,788.3958743167877,Pascoe Vale Girls Secondary College,371
ID746586081,32 Rose St,1,h,800000.0,18/03/2017,1.0,4.0,330.0,49.0,-37.7577,144.9524,BRUNSWICK,19967,828.8369941401947,27,False,117.66666666666667,1162.6,191.88888888888889,294.3594134278666,Brunswick North Primary School,not ranked,1487.1181766080254,Brunswick Secondary College,211
ID174827521,7 Rosina St,4,h,1920000.0,20/05/2017,2.0,2.0,650.0,23.0,-37.9323,145.0445,BENTLEIGH,19937,718.7782449431769,38,True,125.08695652173913,839.375,108.0,397.0753351680504,Tucker Road Bentleigh Primary School,380,834.3778139001266,Our Lady of the Sacred Heart College,73
ID182292223,10 Canning St,4,h,2920000.0,3/09/2016,3.0,4.0,310.0,139.0,-37.7958,144.944,NORTH MELBOURNE,19972,709.9020775325823,17,False,11.833333333333334,52.2,6.666666666666667,340.8377553919078,St Michael's School,155,338.4986540770346,St Aloysius College,170
ID695810285,2/7 Mattea Ct,2,u,360000.0,13/08/2016,1.0,1.0,139.0,7.0,-37.7327,145.0347,RESERVOIR,20011,2851.316794506678,31,False,117.80952380952381,378.06666666666666,47.8,193.28560507749685,East Preston Islamic College,not ranked,193.28560507749685,East Preston Islamic College,491
ID492784352,34 Parker St,3,h,1210000.0,18/03/2017,1.0,1.0,794.0,59.0,-37.7569,145.1179,TEMPLESTOWE LOWER,19986,4642.135381645343,43,False,316.5416666666667,1022.8125,237.66666666666666,653.8136674059973,St Kevin's School,130,1234.4233434768557,Templestowe College,307
ID743437183,304/38 Nott St,2,u,795000.0,6/08/2016,2.0,1.0,579.0,6.0,-37.8416,144.9381,PORT MELBOURNE,22180,2882.45149656952,0,False,85.95652173913044,1043.8666666666666,112.77777777777777,794.0360580883432,Port Melbourne Primary School,325,888.4260248938579,Albert Park College,131
ID432844815,28 Moubray St,2,h,2015000.0,3/06/2017,1.0,2.0,178.0,129.0,-37.84098,144.95115,ALBERT PARK,20043,2523.7512440544097,0,False,151.83333333333334,1120.7333333333333,125.11111111111111,174.09068844745633,Albert Park Primary School,306,539.341467750669,Albert Park College,131
ID895076382,8 Princes St,3,h,1150000.0,8/04/2017,1.0,0.0,308.0,119.0,-37.8526,144.895,WILLIAMSTOWN,19993,741.1754419645684,20,False,145.1818181818182,787.625,144.22222222222223,268.2375585415113,Westbourne Grammar School,58,1030.5988102182084,Bayside P-12 College,243
ID376704737,121 Murray Rd,4,h,830000.0,3/06/2017,1.0,2.0,540.0,54.0,-37.73935,145.01516999999996,PRESTON,20012,1291.6622076647145,28,False,92.0,1027.4375,111.66666666666667,1055.2080588706963,Holy Name School,463,821.4950945865045,Preston High School,not ranked
ID405205406,4 Goulburn Wy,4,h,800000.0,22/07/2017,3.0,6.0,876.0,8.0,-37.6899,144.78346000000005,TAYLORS LAKES,22244,1493.4692514421927,30,False,71.80952380952381,332.53333333333336,39.55555555555556,1522.0082640282626,Emmaus Catholic Primary School,464,1503.085115666152,Catholic Regional College Institute of Training,not ranked
ID640980504,1/23 Eildon Rd,3,u,1190000.0,29/04/2017,1.0,1.0,460.0,64.0,-37.8623,144.9772,ST KILDA,19957,1477.67337250082,15,False,176.5,1272.8,233.11111111111111,468.5566832743068,St Kilda Park Primary School,73,1297.6287059673189,St Michael's Grammar School,58
ID123979657,2/41 Kangaroo Rd,3,u,1220500.0,24/06/2017,2.0,2.0,462.0,54.0,-37.89767,145.07332,MURRUMBEENA,19918,489.94503786025643,27,False,42.57142857142857,147.0,51.333333333333336,842.2739382267341,St Patrick's School,346,857.1831422793853,Oakleigh Grammar,270
ID265872394,5 Filbert St,3,h,1314000.0,10/09/2016,1.0,2.0,339.0,89.0,-37.8906,145.0221,CAULFIELD SOUTH,19953,1715.1260358569982,23,False,200.95652173913044,1136.6875,143.3,313.6198494438135,Japanese School of Melbourne,not ranked,313.6198494438135,Japanese School of Melbourne,not ranked
ID848481798,9 Appleby Ct,3,h,717500.0,26/08/2017,1.0,1.0,554.0,34.0,-37.78514000000001,144.84561000000005,SUNSHINE,22241,1182.1466121453966,15,False,176.5,1272.8,233.11111111111111,245.65894141075626,Sunshine Harvester Primary School,not ranked,403.0128280125295,Caroline Chisholm Catholic College,235
ID419768037,4/38 Alma St,2,u,650000.0,27/05/2017,2.0,2.0,248.0,24.0,-37.72473,145.11657,LOWER PLENTY,19986,1136.8550180122284,43,False,188.54166666666666,1214.6,184.55555555555554,186.21254702574873,Lower Plenty Primary School,not ranked,1214.3645384689132,Montmorency Secondary College,201
ID579690666,17 Payne St,3,h,586000.0,23/09/2017,1.0,1.0,534.0,59.0,-37.68641,144.88487,GLADSTONE PARK,20031,2896.52379483239,38,False,86.47826086956522,751.875,113.1,171.39926527804056,Gladstone Park Primary School,not ranked,586.5323611862168,Gladstone Park Secondary College,290
ID878947497,4/5 Miles St,2,u,595000.0,8/04/2017,1.0,1.0,0.0,21.0,-37.8288,144.9679,SOUTHBANK,19854,1171.1513515452314,3,False,155.625,728.625,134.3,968.4713188354901,Melbourne Grammar School,79,282.70345980253614,Victorian College Of The Arts Secondary School,not ranked
ID649744742,89 Pearson St,3,h,942000.0,4/03/2017,1.0,0.0,358.0,99.0,-37.7642,144.9493,BRUNSWICK WEST,19968,986.3903170350969,25,False,117.66666666666667,1162.6,191.88888888888889,495.7526098064139,Brunswick North Primary School,not ranked,899.196139530049,Brunswick Secondary College,211
ID375018012,6 Blenheim St,3,h,1193000.0,18/06/2016,1.0,1.0,178.0,99.0,-37.8663,144.9948,BALACLAVA,19956,372.4600173096871,17,False,206.75,1709.9375,183.33333333333334,527.481603689421,Yeshivah College,388,527.481603689421,Yeshivah College,63
ID339947436,1A Abassia St,3,t,1557000.0,17/06/2017,2.0,2.0,292.0,9.0,-37.80259,145.09878,BALWYN NORTH,19896,1965.9703617906675,28,False,125.08695652173913,839.375,108.0,279.5540522269277,Greythorn Primary School,93,1371.6467801187205,Box Hill Senior Secondary College,416
ID143157740,14 Verdun St,5,h,1650000.0,12/06/2016,5.0,2.0,693.0,89.0,-37.8339,145.0937,SURREY HILLS,19894,1157.3343803274681,25,False,300.4583333333333,919.8235294117648,195.55555555555554,983.9769621902253,Canterbury Primary School,43,978.4411938374661,Siena College Ltd,50
ID799674712,64 Queen St,4,h,1360000.0,22/07/2017,2.0,4.0,615.0,49.0,-37.87057,144.83623,ALTONA,19927,514.583093048644,24,False,311.8333333333333,2261.4,423.0,777.9904475903662,Seaholme Primary School,425,1821.7648307971333,Altona College,not ranked
ID675528319,6 Murumba St,4,h,865000.0,16/09/2017,2.0,2.0,734.0,39.0,-37.6929,145.1272,GREENSBOROUGH,19985,2073.8299202946387,41,False,86.47826086956522,751.875,113.1,756.4826324069401,Greenhills Primary School,259,1305.4028180938687,St Helena Secondary College,244
ID229537711,1/164 Cornwall Rd,3,u,490000.0,10/12/2016,1.0,1.0,301.0,69.0,-37.7793,144.8427,SUNSHINE,22241,1343.045054429338,15,False,170.45833333333334,1257.5333333333333,169.3,482.3938422256514,Sunshine Harvester Primary School,not ranked,441.12722566204405,Braybrook College,139
ID467464685,1018 Drummond St,4,h,2520000.0,16/04/2016,2.0,2.0,504.0,129.0,-37.7805,144.9721,CARLTON NORTH,19969,1327.8263644115762,24,False,462.9583333333333,3343.0588235294117,509.8333333333333,203.5723774158824,Brunswick South Primary School,448,704.9932357804743,Princes Hill Secondary College,81
ID372105811,3/11 Ormond Rd,2,u,410000.0,26/07/2016,1.0,1.0,0.0,49.0,-37.903,145.0452,ORMOND,19941,491.2619422339055,32,False,36.59090909090909,147.2,42.77777777777778,522.1227851633519,Kilvington Grammar School,61,522.1227851633519,Kilvington Grammar School,37
ID707728228,13 Lucifer St,4,h,1670000.0,11/03/2017,3.0,2.0,689.0,27.0,-37.7871,145.0843,BALWYN NORTH,19934,3739.8062710515037,29,False,125.08695652173913,839.375,108.0,409.37161472776063,Boroondara Park Primary School,192,1368.550260310962,Balwyn High School,44
ID252107465,129 Glenlyon Rd,3,h,1652000.0,6/05/2017,1.0,2.0,506.0,98.0,-37.7723,144.9694,BRUNSWICK,19969,986.4379587992163,24,False,117.66666666666667,1162.6,191.88888888888889,764.4122315964696,Brunswick South Primary School,448,722.7931575651572,Sydney Road Community School,447
ID223862277,63 Tucker Rd,4,t,1245000.0,28/08/2016,2.0,2.0,345.0,49.0,-37.9291,145.0491,BENTLEIGH,19937,1232.8785113343913,38,False,120.73913043478261,881.5,102.88888888888889,383.34264935801895,Tucker Road Bentleigh Primary School,380,887.655603346294,Our Lady of the Sacred Heart College,73
ID260589927,36 Charles St,4,h,1875000.0,27/06/2016,2.0,2.0,657.0,61.0,-37.7725,144.964,BRUNSWICK,19969,541.0489486538379,24,False,119.83333333333333,1063.6875,188.4,950.5570626759682,Princes Hill Primary School,not ranked,364.1963748950794,Sydney Road Community School,447
ID779364761,8 Howqua Ct,4,h,1260000.0,23/09/2017,2.0,3.0,682.0,46.0,-37.84454,145.18881000000005,VERMONT,19899,2932.127442621757,31,False,40.421052631578945,102.26666666666667,18.22222222222222,647.2637961681436,St Timothy's School,not ranked,958.5300938995268,Vermont Secondary College,129
ID770867102,8 Murray Dr,3,h,1588000.0,19/08/2017,2.0,2.0,708.0,54.0,-37.84625,145.10116000000005,BURWOOD,19849,1908.9683198221394,28,False,117.66666666666667,1162.6,191.88888888888889,489.7145518367775,St Benedict's School,not ranked,574.2535249205044,Presbyterian Ladies' College,6
ID914823940,26 Kirkwood Av,5,h,3350000.0,12/08/2017,4.0,4.0,700.0,44.0,-37.95762,145.01418,SANDRINGHAM,19948,1171.0211647112894,33,False,23.46153846153846,50.266666666666666,7.0,713.672982680893,Sandringham East Primary School,295,783.7068962749969,Sandringham College,304
ID812891117,1/36 Pleasant Rd,4,t,1738000.0,15/10/2016,3.0,2.0,324.0,17.0,-37.8348,145.0503,HAWTHORN EAST,19853,1176.8460946690786,19,False,143.04166666666666,1283.5625,102.45454545454545,629.9654903484181,Auburn South Primary School,124,559.5034303013891,SEDA College (Victoria),not ranked
ID674654735,3 Camden Rd,2,h,2920000.0,10/12/2016,1.0,3.0,791.0,91.0,-37.8251,145.0385,HAWTHORN,19904,443.187237130105,15,False,150.08695652173913,1565.4,276.7,397.9427495262731,St Joseph's School,113,299.1594034666169,Swinburne Senior Secondary College,288
ID920768655,95 Pellatt St,4,h,1611000.0,12/08/2017,2.0,2.0,650.0,64.0,-37.98354000000001,145.04261,BEAUMARIS,19865,1987.8089646873589,44,False,12.642857142857142,26.571428571428573,2.6666666666666665,220.91464207549538,Stella Maris School,423,942.501992365357,Beaumaris Secondary College,not ranked
ID399294821,33 Dunbarton Dr,4,h,908000.0,29/07/2017,2.0,1.0,815.0,39.0,-37.84839,145.24191000000005,WANTIRNA,19871,2245.9540663215116,41,False,40.421052631578945,102.26666666666667,18.22222222222222,818.649065020922,St Luke's School,not ranked,1404.7466434140813,Heathmont College,433
ID297311690,2/481 St Kilda St,3,t,1360000.0,27/05/2017,2.0,2.0,797.0,22.0,-37.8867,144.99141,ELWOOD,19954,861.275270762866,21,False,208.25,1866.7333333333333,156.9,637.2121159193857,Elwood Primary School,309,731.5098974563881,Elwood College,175
ID640355007,13/30 Maroo St,3,u,855000.0,4/03/2017,1.0,2.0,0.0,99.0,-37.8909,145.0807,HUGHESDALE,19918,518.5615573169715,27,False,84.52380952380952,237.93333333333334,59.111111111111114,587.6274119670262,Oakleigh Grammar,217,587.6274119670262,Oakleigh Grammar,270
ID974236896,12 The Summit,4,h,1085000.0,27/05/2017,2.0,2.0,798.0,49.0,-37.79395,145.21878,RINGWOOD NORTH,19902,2601.1320857253045,38,True,23.866666666666667,90.46666666666667,7.333333333333333,1055.9316395620865,Ringwood North Primary School,not ranked,1709.221664282692,Whitefriars College Inc,198
ID584693916,3 Murphy St,3,h,1470000.0,17/09/2016,1.0,0.0,232.0,89.0,-37.7977,144.9512,NORTH MELBOURNE,19973,1282.552423861076,6,False,11.833333333333334,52.2,6.666666666666667,125.20064113810572,North Melbourne Primary School,182,376.26355374369916,University High School,67
ID484268388,382 Wellington St,2,h,855000.0,12/11/2016,1.0,0.0,130.0,129.0,-37.7953,144.9882,COLLINGWOOD,19975,697.7037889453915,13,False,133.91666666666666,1156.7333333333333,139.88888888888889,345.5132626785596,Clifton Hill Primary School,144,879.0067631122304,Collingwood College,359
ID342236890,742 Barkly St,3,h,1415000.0,4/02/2016,1.0,6.0,970.0,64.0,-37.7958,144.8645,WEST FOOTSCRAY,20022,407.7703265141187,21,False,36.59090909090909,147.2,42.77777777777778,867.63467169121,Dinjerra Primary School,not ranked,1682.1029553310505,Caroline Chisholm Catholic College,235
ID951362150,1/164 Leamington St,1,u,216000.0,24/09/2016,1.0,1.0,0.0,49.0,-37.7111,144.9919,RESERVOIR,20010,1477.101040696297,34,False,117.80952380952381,378.06666666666666,47.8,993.012581183354,St Joseph the Worker School,not ranked,1870.5160719945336,William Ruthven Secondary College,435
ID951116086,2/21 Oakes Av,2,u,575000.0,3/09/2017,1.0,2.0,914.0,49.0,-37.93524,145.1306,CLAYTON SOUTH,19914,808.3275432064496,37,False,14.941176470588236,74.33333333333333,4.875,895.6236749363501,Westall Primary School,not ranked,770.7964136768802,Westall Secondary College,354
ID152406525,4/71 Station Rd,2,t,400000.0,8/07/2017,1.0,1.0,102.0,7.0,-37.71122,144.91863,GLENROY,20032,754.2921241736201,36,False,230.20833333333334,1620.8235294117646,177.77777777777777,574.2858348412893,Oak Park Primary School,not ranked,916.8727278824277,Glenroy Secondary College,511
ID366337426,17 New St,3,h,1900000.0,6/08/2016,0.0,0.0,0.0,26.0,-37.9301,144.9935,BRIGHTON,19950,554.6567657412558,28,False,343.0416666666667,1929.3125,260.0,727.9418931032214,St Mary's School,159,1244.778060301705,St Leonard's College,43
ID191830654,34 Ayr St,3,h,826000.0,28/08/2016,1.0,4.0,192.0,49.0,-37.7837,145.1027,DONCASTER,19896,3984.759568872388,28,False,195.83333333333334,1779.0666666666666,147.3,1361.7207822688003,St Bridget's School,256,2022.280149998637,Marcellin College,169
ID508022420,4/32 Linacre Rd,2,u,750000.0,18/06/2016,1.0,2.0,153.0,49.0,-37.9429,145.0049,HAMPTON,19949,625.2885349381879,31,False,210.45833333333334,1676.0,169.77777777777777,653.4130169602201,Sandringham Primary School,353,1605.383602082451,St Leonard's College,43
ID977121146,11/1 Windsor St,2,t,475000.0,25/02/2017,1.0,1.0,115.0,39.0,-37.7948,144.85399999999996,BRAYBROOK,20022,929.8114036729926,21,False,362.1666666666667,2108.0625,314.0,392.8102778420354,Dinjerra Primary School,not ranked,1052.8628633256556,Caroline Chisholm Catholic College,235
ID762847209,42 Marlborough St,2,u,835000.0,17/09/2016,2.0,1.0,362.0,59.0,-37.9149,145.0676,BENTLEIGH EAST,19918,2396.4048259620627,27,False,120.73913043478261,881.5,102.88888888888889,783.1890295650454,Coatesville Primary School,271,1329.9131665532448,St James' College,not ranked
ID181912643,38 Simpson St,3,h,1275000.0,25/02/2017,1.0,2.0,229.0,109.0,-37.8172,144.8919,YARRAVILLE,19996,229.05727051958092,11,False,111.5,355.93333333333334,60.333333333333336,427.13863073809205,St Augustine's School,not ranked,2032.1025956919314,Gilmore College For Girls,387
ID661545191,7 Reddan Ct,4,h,1460800.0,19/11/2016,3.0,2.0,654.0,49.0,-37.7856,145.1088,DONCASTER,19896,3776.4386403831127,28,False,195.83333333333334,1779.0666666666666,147.3,957.8377678774799,Birralee Primary School,71,2001.1015638283993,Koonung Secondary College,94
ID599764058,61 Station Rd,3,h,990000.0,12/11/2016,1.0,0.0,371.0,109.0,-37.8066,144.8853,SEDDON,20023,533.3576187649172,19,False,117.80952380952381,378.06666666666666,47.8,888.1807263245827,St Augustine's School,not ranked,1186.702447507454,Gilmore College For Girls,387
ID211294492,14 Sturdee Rd,3,h,904000.0,15/07/2017,1.0,2.0,720.0,59.0,-37.80349,145.19666,DONVALE,19900,1668.0317637009896,34,False,415.875,2214.3333333333335,356.44444444444446,703.1627225909242,Mitcham Primary School,180,699.7281839469881,Mullauna Secondary College,not ranked
ID813296094,7 Hanson Ct,5,h,1300000.0,27/05/2017,3.0,2.0,771.0,109.0,-37.68166,144.77422,TAYLORS LAKES,22244,2167.204072431671,30,False,71.80952380952381,332.53333333333336,39.55555555555556,2082.3384642321735,Emmaus Catholic Primary School,464,1965.7948436297618,Catholic Regional College Institute of Training,not ranked
